"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5209","me: *contracts influenza virus*

my antibodies because I got my annual flu vaccine™ and you should too: https://t.co/MLmW8cR0ZY",FALSE,1,NA,2019-03-07 03:15:31,FALSE,NA,"1103494358479851520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chris_serrano18",0,FALSE,FALSE,NA,NA
"5210","El oh el. Im over here dying of the flu <U+0001F480>.",FALSE,0,NA,2019-03-07 03:15:29,FALSE,NA,"1103494348115632129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bloodorangeking",0,FALSE,FALSE,NA,NA
"5212","This Is the Truth About Vaccines
Deadly diseases that should be seen only in history books are showing up in our em… https://t.co/bnMfg1k9I9",FALSE,34,NA,2019-03-07 03:15:13,TRUE,NA,"1103494283670126592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MicrobiomDigest",17,FALSE,FALSE,NA,NA
"5213","I haven’t eaten in over 30 hours. Who knew the flu helped with weight loss",FALSE,1,NA,2019-03-07 03:15:13,FALSE,NA,"1103494282026106880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notcodybruce",0,FALSE,FALSE,NA,NA
"5214","@TaraShe72207138 @RealDeanCain Tara I haven’t had a flu shot in years. I know stage four cancer. Every time I ever… https://t.co/KG7Gs2cSs0",FALSE,0,"TaraShe72207138",2019-03-07 03:15:12,TRUE,"1103484288291557376","1103494279870193664","988260848924741632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joaniel47",0,FALSE,FALSE,NA,NA
"5215","You know you have a bad case hacker flu when you’re watching an @ippsec walkthrough of the @hackthebox_eu box Giddy… https://t.co/cR3hRamsqP",FALSE,9,NA,2019-03-07 03:15:08,TRUE,NA,"1103494262644137985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reybango",0,FALSE,FALSE,NA,NA
"5216","Y’all believed these dumb ass people about not getting a vaccine and now look at y’all.. got the flu, the measles , and Gonorrhea .",FALSE,0,NA,2019-03-07 03:15:02,FALSE,NA,"1103494235918094338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bellezabree",0,FALSE,FALSE,NA,NA
"5217","By this time last season, 56 people had died from the flu https://t.co/cO2yTPKVvy",FALSE,3,NA,2019-03-07 03:15:00,FALSE,NA,"1103494226749218816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","reviewjournal",0,FALSE,FALSE,NA,NA
"5218","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/slYZLdaj3V",FALSE,0,NA,2019-03-07 03:14:23,FALSE,NA,"1103494072478576640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CBRACalBio",0,FALSE,FALSE,NA,NA
"5220","@petersagal Years ago, my aunt had the ""flu"" in December and by June had succumbed to terminal pancreatic cancer. T… https://t.co/sLTIQvwaVq",FALSE,1,"petersagal",2019-03-07 03:14:18,TRUE,"1103491854375575552","1103494050647293954","14985228","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnneCW",0,FALSE,FALSE,NA,NA
"5221","@ThatOnePaperArt aw geez..

its nothing big or emotional i just got food poisoning (or maybe the flu idk) and i've… https://t.co/dbEz9hHqWO",FALSE,1,"ThatOnePaperArt",2019-03-07 03:14:09,TRUE,"1103492687892754432","1103494013766774785","1012748196618137602","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","bIoodgIitter",0,FALSE,FALSE,NA,NA
"5222","@ColMorrisDavis @RationalJen I'm 100% for vaccinations, but he isnt neccessarily wrong. People don't always underst… https://t.co/f81sORxDgT",FALSE,0,"ColMorrisDavis",2019-03-07 03:13:52,TRUE,"1103141688678248448","1103493941389869057","489475164","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","truthistestable",0,FALSE,FALSE,NA,NA
"5224","All I can say is.... exactly!
Opinion | This Is the Truth About Vaccines - The New York Times https://t.co/L1kNb49cRn",FALSE,0,NA,2019-03-07 03:13:49,FALSE,NA,"1103493928928473089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrKathleenRoss1",0,FALSE,FALSE,NA,NA
"5225","Every season change, I get some kind of illness that makes my sinuses go crazy, me cough endlessly, &amp; my head feel… https://t.co/UXVEN38x2Z",FALSE,0,NA,2019-03-07 03:13:42,TRUE,NA,"1103493902248673280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitchell_kyleen",0,FALSE,FALSE,NA,NA
"5226","I’m sure I’m going thru the first stage of the flu",FALSE,0,NA,2019-03-07 03:13:42,FALSE,NA,"1103493898595430400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BJustice_3",0,FALSE,FALSE,NA,NA
"5228","@SiegelScribe ha it's only been a few games against good teams, but kinda amusing. Lauri is probably a bit gassed,… https://t.co/PKyc0gpiOw",FALSE,2,"SiegelScribe",2019-03-07 03:13:35,TRUE,"1103493559049732096","1103493871361769477","2528017561","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Bulls_Jay",0,FALSE,FALSE,NA,NA
"5229","@Garrett_Watts @pwincessamy When i had influenza this summer i had a nurse who was a dead ringer for you. He was th… https://t.co/9PKSgU9M2o",FALSE,1,"Garrett_Watts",2019-03-07 03:13:27,TRUE,"1103453042890878977","1103493839132811265","26444593","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Castielsguuurl",0,FALSE,FALSE,NA,NA
"5231","This stomach bug/ flu season will kill me. <U+0001F922>",FALSE,1,NA,2019-03-07 03:12:52,FALSE,NA,"1103493692869038080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Katewilleford",1,FALSE,FALSE,NA,NA
"5232","Patient who gave me the flu ya moms a hoe",FALSE,1,NA,2019-03-07 03:12:49,FALSE,NA,"1103493679950544896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klaun_",0,FALSE,FALSE,NA,NA
"5234","@BenSFletcher @awelab1956 If it feels beyond normal flu, don’t hesitate to get checked out! <U+0001F496>",FALSE,0,"BenSFletcher",2019-03-07 03:12:26,FALSE,"1103458064232079360","1103493580281262081","109361219","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SugarAM33",0,FALSE,FALSE,NA,NA
"5235","Doc:You most likely have a viral flu, I can't give you antibiotics. But I can give you a nasal spray. 

Mom: I don'… https://t.co/0ACzHGM91Z",FALSE,0,NA,2019-03-07 03:12:23,TRUE,NA,"1103493570143543296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AS_0299",0,FALSE,FALSE,NA,NA
"5237","Can’t believe this even has to be said. But alas it does. Spread the word please. 
This Is the Truth About Vaccines… https://t.co/3V3PN4JRA1",FALSE,4,NA,2019-03-07 03:11:37,TRUE,NA,"1103493375792160768",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ctlynne",3,FALSE,FALSE,NA,NA
"5238","This flu is really annoying.",FALSE,0,NA,2019-03-07 03:11:28,FALSE,NA,"1103493337762447361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrsGorgeous2",0,FALSE,FALSE,NA,NA
"5240","Flu deaths in Las Vegas Valley rise to 18 this season https://t.co/6cNjOaaiiB",FALSE,0,NA,2019-03-07 03:11:07,FALSE,NA,"1103493250109894656",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","STT_comp",0,FALSE,FALSE,NA,NA
"5241","Flu set me back but I'm finally making progress. #houseofleaveschallenge @NM_NickNocturne https://t.co/ECxzsl06we",FALSE,0,NA,2019-03-07 03:10:59,FALSE,NA,"1103493215838224384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrantEubanks",0,FALSE,FALSE,NA,NA
"5243","@imanadult420 No omg come to stopover make a go fund me RN",FALSE,0,"imanadult420",2019-03-07 03:10:53,FALSE,"1103466072643194880","1103493191829999617","118306554","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vibe_flu",0,FALSE,FALSE,NA,NA
"5244","FB friend: *selfie from urgent care* omg I have a cough and the doctors don’t know what’s wrong with me!!! It’s not… https://t.co/hjkzOKPL2G",FALSE,2,NA,2019-03-07 03:10:47,TRUE,NA,"1103493165854670851",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mirrr_W",0,FALSE,FALSE,NA,NA
"5245","@IrishPixel Not necessarily my mood but kind of like the Lilac before the sunshine... Mood wasn't down but my body… https://t.co/JCOb1gGkap",FALSE,1,"IrishPixel",2019-03-07 03:10:16,TRUE,"1103200568217124869","1103493036259139586","300932620","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CheriMcCann1",0,FALSE,FALSE,NA,NA
"5247","Toddler. Flu. https://t.co/ZDbMLFMeWW",FALSE,3,NA,2019-03-07 03:09:41,FALSE,NA,"1103492889319890944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jradavenport",0,FALSE,FALSE,NA,NA
"5248","At my doctor's appt today, the 6th of March, the nurse was absolutely floored that I had gotten my flu shot. . . #letsgetittogetherpeople",FALSE,6,NA,2019-03-07 03:09:36,FALSE,NA,"1103492866784092160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_lisa_q",0,FALSE,FALSE,NA,NA
"5249","Nothing worse than being sick and barely able to speak and having to work in radio.  This is my Michael Jordan flu… https://t.co/Yn5bWj9KnZ",FALSE,1,NA,2019-03-07 03:09:32,TRUE,NA,"1103492851919392769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarcDykton",0,FALSE,FALSE,NA,NA
"5250","@lizcabrera55 Could be the flu. Sleep well.",FALSE,1,"lizcabrera55",2019-03-07 03:09:30,FALSE,"1103486591908089856","1103492844512149505","742377702305370113","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngeleStar11",0,FALSE,FALSE,NA,NA
"5251","I think I have the flu fUCK",FALSE,0,NA,2019-03-07 03:09:13,FALSE,NA,"1103492772609355778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cliqueschlorine",0,FALSE,FALSE,NA,NA
"5253","@MarilynGavrano5 @JRE1138 I was offered that too, Marilyn.
I declined.
And NO to the flu vax too -- had that for
19… https://t.co/ABgRweXOYw",FALSE,2,"MarilynGavrano5",2019-03-07 03:08:55,TRUE,"1103468993157914624","1103492698965569536","1009704865042296832","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AliceOutThere",1,FALSE,FALSE,NA,NA
"5254","@mnicole1998 @LukeBryanOnline Now you gonna come up with an excuse like you got the flu or something",FALSE,0,"mnicole1998",2019-03-07 03:08:53,FALSE,"1103492438805676033","1103492689423724544","1063664244","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Itsgrantdoeee1",0,FALSE,FALSE,NA,NA
"5255","@MeganJohnson290 I’m pissed ! but I didn’t get my flu shot so I guess it was only a matter of time",FALSE,1,"MeganJohnson290",2019-03-07 03:08:46,FALSE,"1103492498662612992","1103492660843683847","732003012","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abmorgle",0,FALSE,FALSE,NA,NA
"5256","@MeanwhileinCana @JatieKones You forgot the sixth stage: Bad Cold/Flu <U+0001F927><U+0001F912>",FALSE,0,"MeanwhileinCana",2019-03-07 03:08:44,FALSE,"1103328849725743104","1103492649644933120","552252043","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bowler1961",0,FALSE,FALSE,NA,NA
"5257","Eli has a minor flu so I’ve been confined to the couch all day holding him besides when I took him to the doctor an… https://t.co/lLEnGpsGGy",FALSE,0,NA,2019-03-07 03:08:39,TRUE,NA,"1103492631353536513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsJaylynBItch_",0,FALSE,FALSE,NA,NA
"5258","ive already lost so much weight from this stomach flu watch out for how i pop out this weekend <U+0001F483><U+0001F3FC>",FALSE,1,NA,2019-03-07 03:08:35,FALSE,NA,"1103492611426476033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rileykohnhorst",0,FALSE,FALSE,NA,NA
"5260","I honestly feel like every single person in this town right now is either sick or getting sick very soon...everywhe… https://t.co/hNClrd9gd8",FALSE,2,NA,2019-03-07 03:08:24,TRUE,NA,"1103492565456674817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrekDadd",0,FALSE,FALSE,NA,NA
"5261","7:08pm: Deftones—Dai The Flu—Around The Fur",FALSE,0,NA,2019-03-07 03:08:23,FALSE,NA,"1103492562390843392",NA,"<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>","KUOI_DJ",0,FALSE,FALSE,NA,NA
"5263","You know it's the cold and flu season when he even the rice cooker is sneezing. @ Bon Air, Virginia https://t.co/w8iYO89Ab5",FALSE,1,NA,2019-03-07 03:07:52,FALSE,NA,"1103492432476266496",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","paulkellis",0,FALSE,FALSE,"-77.5688","37.5199"
"5265","I survived the Flu @ Nazi Germany https://t.co/ZmfFHjBRAS",FALSE,0,NA,2019-03-07 03:07:49,FALSE,NA,"1103492419071303681",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CarlServi",0,FALSE,FALSE,"13.4","52.51666667"
"5267","the overall adjusted effectiveness of the 2018-19 flu vaccine against all influenza virus infection associated with… https://t.co/lMymLwYOf1",FALSE,0,NA,2019-03-07 03:07:40,TRUE,NA,"1103492380890726402",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naefungrumpy",0,FALSE,FALSE,NA,NA
"5269","@Lexialex She-ra, on Netflix. I watch it every time I have the flu.",FALSE,0,"Lexialex",2019-03-07 03:07:29,FALSE,"1103487857727987714","1103492337521446912","33057171","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fortister",0,FALSE,FALSE,NA,NA
"5271","Dealing with the flu? This might help https://t.co/4O3mx7PRQc https://t.co/4O3mx7PRQc",FALSE,0,NA,2019-03-07 03:07:05,FALSE,NA,"1103492234996011009",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","FargoJACKFM",0,FALSE,FALSE,NA,NA
"5273","Dr. Cirino, our infectious disease specialist, is taking about the flu with @fox12oregon for an upcoming story. Sta… https://t.co/gDtefcvmTB",FALSE,1,NA,2019-03-07 03:06:56,TRUE,NA,"1103492196483784710",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ahnw",1,FALSE,FALSE,NA,NA
"5274","Two weeks ago I missed 3 days of school bc I fell down stairs and hit my head giving me a concussion while messing… https://t.co/Sb0dRINZqH",FALSE,5,NA,2019-03-07 03:06:53,TRUE,NA,"1103492183540334593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tavolacci263",0,FALSE,FALSE,NA,NA
"5275","Jacob got his flu shot today &amp; didn’t shed a single tear....he’s been such a champ through every situation life has… https://t.co/lB0QBmQ4Z9",FALSE,2,NA,2019-03-07 03:06:52,TRUE,NA,"1103492179174047745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TiaraAshley123",0,FALSE,FALSE,NA,NA
"5277","Sema: *gets the flu* 
Also sema: so what are we doing tm??",FALSE,1,NA,2019-03-07 03:06:44,FALSE,NA,"1103492147473334272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lesliezzzy",1,FALSE,FALSE,NA,NA
"5278","Considering I have the flu, sure <U+0001F602> https://t.co/Dhthxev5in",FALSE,1,NA,2019-03-07 03:06:31,FALSE,NA,"1103492093031444480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j_maeeee_",0,FALSE,FALSE,NA,NA
"5280","thisss soup getting me right I can’t wait til shake back from this flu <U+0001F629><U+0001F629><U+0001F629><U+0001F629>",FALSE,0,NA,2019-03-07 03:06:22,FALSE,NA,"1103492055886647296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","denae____",0,FALSE,FALSE,NA,NA
"5282","I deadass can’t sleep not a bed, I’m so jealous of people who can. Once I was on a plane, getting the flu, a total… https://t.co/Yore3v77MS",FALSE,6,NA,2019-03-07 03:06:15,TRUE,NA,"1103492025226350592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rebelredpocket",1,FALSE,FALSE,NA,NA
"5284","Viral infections such as the common cold, influenza, or gastroenteritis increase the risk of relapse.",FALSE,2,NA,2019-03-07 03:06:08,FALSE,NA,"1103491997829079042",NA,"<a href=""http://www.livescience.com"" rel=""nofollow"">LiveScienceApp</a>","MSSymptomsGone",3,FALSE,FALSE,NA,NA
"5285","Fever is at 101.5 the flu has struck! Y'all keep ya hands washed!!!",FALSE,0,NA,2019-03-07 03:05:49,FALSE,NA,"1103491915176181760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmberFoxx_",0,FALSE,FALSE,NA,NA
"5288","@TaraShe72207138 @joaniel47 @RealDeanCain Oh dear........yes flu shot very important!!!!  <U+0001F618>",FALSE,1,"TaraShe72207138",2019-03-07 03:05:45,FALSE,"1103484288291557376","1103491900995035137","988260848924741632","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","warmncuddley",0,FALSE,FALSE,NA,NA
"5289","to celebrate International Women's Day i went to the international convention centre in sydney to speak to the fans… https://t.co/58KpvokTqF",FALSE,9,NA,2019-03-07 03:05:36,TRUE,NA,"1103491863556743170",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","operation_rosie",2,FALSE,FALSE,NA,NA
"5290","@WendyOrent @Boxmenot @TioChango_ @awestentatious @mcfunny @AlexMurdoch7 @Vandelay1776 @thereal_truther @EmmaGPaley… https://t.co/8IfFHOjSdC",FALSE,1,"TakeThatCDC",2019-03-07 03:05:20,TRUE,"1103491021810348032","1103491795047059457","873535798066499586","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TakeThatCDC",0,FALSE,FALSE,NA,NA
"5291","This flu shot &amp; getting my blood drawn drained the f out of me. <U+0001F634>",FALSE,0,NA,2019-03-07 03:05:18,FALSE,NA,"1103491787925143553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gavydiana_",0,FALSE,FALSE,NA,NA
"5293","yo the flu is really makin me miss seeing captain marvel on friday and im DEPRESST",FALSE,1,NA,2019-03-07 03:05:08,FALSE,NA,"1103491745743028225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davebradleyl",0,FALSE,FALSE,NA,NA
